0.0 0.0
0.000220493763 0.00327158696
0.000818265835 0.0062371837
0.00176513905 0.00907455198
0.00305903051 0.0118233347
0.00469737826 0.0144944247
0.00667320006 0.01708664
0.00898412429 0.0195938926
0.0116183488 0.0220112894
0.014565343 0.0243293047
0.0178080108 0.0265385918
0.0213311911 0.0286334325
0.0251127146 0.0306049269
0.0291345045 0.0324492492
0.0333757736 0.0341628119
0.0378172994 0.0357434638
0.042441953 0.0371914469
0.0472304933 0.0385068245
0.0521632098 0.0396893248
0.0572345369 0.0407429487
0.0624375977 0.0416737311
0.0677433684 0.0424805768
0.0731483325 0.0431673825
0.0786491632 0.0437394157
0.0842350498 0.044200331
0.0898977965 0.044553142
0.0956536308 0.0448064096
0.101440892 0.0449600294
0.107219525 0.0450017527
0.11342375 0.0449719056
0.120000005 0.0449555703
0.126668498 0.0449563377
0.133435443 0.0449485704
0.140258059 0.0449409299
0.147098973 0.04493507
0.153945565 0.0449282154
0.160799354 0.0449208207
0.167654142 0.0449139029
0.174511507 0.0449073091
0.181371018 0.0449007712
0.188229889 0.0448941104
0.195088565 0.0448872671
0.20194827 0.0448803529
0.208807036 0.0448735543
0.21566385 0.0448670611
0.22251825 0.0448606126
0.229360789 0.0448528677
0.236195073 0.0448435619
0.242983848 0.0448389612
0.249588013 0.0448331758
0.25564155 0.0447736457
0.26116699 0.0446058325
0.266400695 0.0443055779
0.271526247 0.0438646637
0.276578337 0.0432802737
0.281544089 0.0425501764
0.286387861 0.0416728891
0.291097105 0.040644031
0.295679897 0.0394582525
0.300161272 0.0381119996
0.304465979 0.0366399921
0.30637899 0.0359279998
0.30637899 0.0
